[Header]																																																																									
GSGX Version	1.9.0																																																																								
Report Date	4.4.2013 12:36:12																																																																								
Project	40413																																																																								
Group Set	40413																																																																								
Analysis	040413_nonorm_nobkgd																																																																								
Normalization	none																																																																								
[Control Probe Profile]																																																																									
TargetID	ProbeID	9269324046_A.AVG_Signal	9269324046_A.NARRAYS	9269324046_A.ARRAY_STDEV	9269324046_A.BEAD_STDERR	9269324046_A.Avg_NBEADS	9269324046_A.Detection Pval	9269324046_B.AVG_Signal	9269324046_B.NARRAYS	9269324046_B.ARRAY_STDEV	9269324046_B.BEAD_STDERR	9269324046_B.Avg_NBEADS	9269324046_B.Detection Pval	9269324046_C.AVG_Signal	9269324046_C.NARRAYS	9269324046_C.ARRAY_STDEV	9269324046_C.BEAD_STDERR	9269324046_C.Avg_NBEADS	9269324046_C.Detection Pval	9269324046_D.AVG_Signal	9269324046_D.NARRAYS	9269324046_D.ARRAY_STDEV	9269324046_D.BEAD_STDERR	9269324046_D.Avg_NBEADS	9269324046_D.Detection Pval	9269324046_E.AVG_Signal	9269324046_E.NARRAYS	9269324046_E.ARRAY_STDEV	9269324046_E.BEAD_STDERR	9269324046_E.Avg_NBEADS	9269324046_E.Detection Pval	9269324046_F.AVG_Signal	9269324046_F.NARRAYS	9269324046_F.ARRAY_STDEV	9269324046_F.BEAD_STDERR	9269324046_F.Avg_NBEADS	9269324046_F.Detection Pval	9269324046_G.AVG_Signal	9269324046_G.NARRAYS	9269324046_G.ARRAY_STDEV	9269324046_G.BEAD_STDERR	9269324046_G.Avg_NBEADS	9269324046_G.Detection Pval	9269324046_H.AVG_Signal	9269324046_H.NARRAYS	9269324046_H.ARRAY_STDEV	9269324046_H.BEAD_STDERR	9269324046_H.Avg_NBEADS	9269324046_H.Detection Pval	9269324046_I.AVG_Signal	9269324046_I.NARRAYS	9269324046_I.ARRAY_STDEV	9269324046_I.BEAD_STDERR	9269324046_I.Avg_NBEADS	9269324046_I.Detection Pval	9269324046_J.AVG_Signal	9269324046_J.NARRAYS	9269324046_J.ARRAY_STDEV	9269324046_J.BEAD_STDERR	9269324046_J.Avg_NBEADS	9269324046_J.Detection Pval	9269324046_K.AVG_Signal	9269324046_K.NARRAYS	9269324046_K.ARRAY_STDEV	9269324046_K.BEAD_STDERR	9269324046_K.Avg_NBEADS	9269324046_K.Detection Pval	9269324046_L.AVG_Signal	9269324046_L.NARRAYS	9269324046_L.ARRAY_STDEV	9269324046_L.BEAD_STDERR	9269324046_L.Avg_NBEADS	9269324046_L.Detection Pval
NEGATIVE	620373	99.2	1	NaN	3.696	18	0.92078	101.2	1	NaN	2.947	25	0.84805	109.6	1	NaN	3.649	22	0.41039	104.5	1	NaN	3.075	19	0.69351	106.7	1	NaN	3.735	17	0.5987	106.4	1	NaN	3.459	17	0.74805	98.3	1	NaN	2.001	17	0.89091	107.7	1	NaN	3.267	20	0.70649	112.2	1	NaN	3.829	22	0.48052	109.5	1	NaN	3.281	20	0.48701	103.8	1	NaN	3.812	16	0.6013	100.9	1	NaN	3.269	23	0.85584
NEGATIVE	620743	106	1	NaN	2.883	17	0.59351	108.5	1	NaN	4.004	17	0.42078	105.3	1	NaN	4.393	23	0.67273	116.6	1	NaN	5.567	27	0.12857	123.7	1	NaN	3.339	15	0.04416	118.9	1	NaN	3.989	23	0.15714	115.2	1	NaN	5.664	17	0.0987	114.9	1	NaN	6.248	21	0.30909	120.1	1	NaN	4.275	21	0.15065	112.9	1	NaN	5.58	9	0.33377	118.6	1	NaN	3.623	21	0.04935	112	1	NaN	4.213	20	0.29481
NEGATIVE	630037	107.1	1	NaN	1.86	21	0.53506	118.9	1	NaN	6.993	16	0.0961	130.6	1	NaN	9.771	9	0.01688	113.5	1	NaN	5.513	21	0.21818	108.8	1	NaN	2.139	13	0.46753	115.4	1	NaN	3.487	15	0.26883	113.6	1	NaN	4.592	18	0.13636	113.6	1	NaN	3.535	22	0.36494	118.7	1	NaN	4.156	25	0.18052	118.3	1	NaN	4.128	14	0.15974	109.1	1	NaN	3.955	21	0.28961	119.5	1	NaN	3.554	25	0.09091
NEGATIVE	630224	105.4	1	NaN	4.358	18	0.62468	100.9	1	NaN	3.767	20	0.86104	104.7	1	NaN	3.184	25	0.71039	105.8	1	NaN	2.756	33	0.62338	104.8	1	NaN	2.146	32	0.72078	106.6	1	NaN	5.157	23	0.74026	107.8	1	NaN	2.969	19	0.36753	101.5	1	NaN	3.131	33	0.93636	110.1	1	NaN	2.427	27	0.59351	99.7	1	NaN	3.205	20	0.93896	100.4	1	NaN	3.244	28	0.78182	94	1	NaN	3.86	14	0.98571
NEGATIVE	630373	98.2	1	NaN	3.174	22	0.94675	102.9	1	NaN	3.213	15	0.76364	99.1	1	NaN	2.807	19	0.93117	100.8	1	NaN	3.159	25	0.88182	107.8	1	NaN	3.507	20	0.55065	101.2	1	NaN	3.018	26	0.94026	103.6	1	NaN	2.727	23	0.62597	113	1	NaN	6.162	20	0.4013	115.2	1	NaN	3.994	18	0.33377	102	1	NaN	2.612	18	0.86883	99.9	1	NaN	2.254	25	0.81558	109.4	1	NaN	4.603	19	0.41948
NEGATIVE	630435	108.4	1	NaN	3.392	22	0.47403	110.8	1	NaN	5.776	21	0.3013	105.9	1	NaN	4.912	14	0.63247	109.9	1	NaN	4.181	20	0.38571	108.6	1	NaN	3.262	16	0.48831	119.1	1	NaN	5.296	18	0.15325	106.4	1	NaN	4.059	22	0.44805	97.2	1	NaN	3.093	18	0.98961	107.4	1	NaN	4.53	19	0.73247	105.9	1	NaN	3.803	18	0.6987	105.7	1	NaN	3.541	23	0.45974	96.8	1	NaN	2.909	20	0.95714
NEGATIVE	650408	114.7	1	NaN	5.532	18	0.19221	117.6	1	NaN	4.029	21	0.11818	121.8	1	NaN	5.526	18	0.05844	117.5	1	NaN	4.595	18	0.1039	108.4	1	NaN	3.235	23	0.5	127.4	1	NaN	6.438	17	0.04416	108.3	1	NaN	2.802	23	0.32987	124.2	1	NaN	4.932	21	0.07922	122.2	1	NaN	5.169	18	0.0987	122.1	1	NaN	6.221	16	0.08312	112.8	1	NaN	3.425	19	0.15714	118.3	1	NaN	4.074	19	0.10779
NEGATIVE	650463	103.3	1	NaN	3.726	22	0.75195	122.8	1	NaN	6.247	33	0.04935	106.9	1	NaN	3.569	21	0.55974	121	1	NaN	3.935	19	0.06494	111	1	NaN	3.541	26	0.34545	129	1	NaN	7.177	28	0.03636	110.6	1	NaN	3.314	24	0.22987	118.9	1	NaN	4.581	30	0.17143	118.4	1	NaN	4.024	20	0.18831	117.7	1	NaN	5.832	24	0.18052	102.3	1	NaN	2.686	26	0.68182	117.9	1	NaN	6.172	21	0.11688
NEGATIVE	650707	101.6	1	NaN	4.381	17	0.83636	104.4	1	NaN	4.577	18	0.67662	96.1	1	NaN	2.149	15	0.98701	94.9	1	NaN	4.026	20	0.99351	100.3	1	NaN	2.493	16	0.90909	98.4	1	NaN	0.937	11	0.98442	96.6	1	NaN	2.975	23	0.94026	102.2	1	NaN	3.866	18	0.91688	105.7	1	NaN	3.16	24	0.82208	99.1	1	NaN	2.433	21	0.94805	93.9	1	NaN	2.14	20	0.98831	113.9	1	NaN	4.034	20	0.22078
NEGATIVE	670142	100.8	1	NaN	3.394	22	0.87273	99.5	1	NaN	2.561	24	0.90519	107.9	1	NaN	3.454	16	0.50909	99.2	1	NaN	4.615	17	0.92208	109.1	1	NaN	5.535	20	0.44545	111	1	NaN	2.348	11	0.47273	100.6	1	NaN	4.733	21	0.80649	109.3	1	NaN	3.533	18	0.60519	111.4	1	NaN	4.215	16	0.52857	103.9	1	NaN	4.286	23	0.79221	108.5	1	NaN	3.437	19	0.32078	101.5	1	NaN	3.841	23	0.83247
NEGATIVE	670154	111	1	NaN	5.609	13	0.31948	104	1	NaN	3.23	21	0.6987	109.8	1	NaN	3.471	14	0.4013	117	1	NaN	4.767	12	0.11948	111.2	1	NaN	6.261	23	0.33636	110.4	1	NaN	2.646	26	0.52727	106.9	1	NaN	2.572	18	0.41818	110.7	1	NaN	3.724	23	0.51299	123.6	1	NaN	9.292	17	0.07792	108.6	1	NaN	7.332	16	0.54935	106.4	1	NaN	3.984	26	0.42208	100.9	1	NaN	4.659	18	0.85455
NEGATIVE	670521	101.6	1	NaN	2.566	20	0.83506	112.6	1	NaN	4.343	24	0.23636	117.7	1	NaN	4.976	22	0.12857	108.6	1	NaN	4.082	26	0.45325	109.1	1	NaN	4.506	19	0.44675	115.1	1	NaN	5.607	23	0.28182	109.1	1	NaN	3.497	33	0.2974	121.7	1	NaN	6.41	13	0.11429	112.2	1	NaN	4.7	11	0.47662	105.1	1	NaN	4.789	22	0.73896	115.1	1	NaN	4.978	20	0.1039	103.4	1	NaN	4.081	20	0.74675
NEGATIVE	730154	102.5	1	NaN	4.205	22	0.7961	115.7	1	NaN	4.564	15	0.15455	103.9	1	NaN	3.633	19	0.75325	102.1	1	NaN	1.729	28	0.81688	112	1	NaN	3.893	25	0.3039	109.7	1	NaN	3.953	16	0.56883	97.3	1	NaN	2.284	30	0.92468	110.4	1	NaN	3.721	21	0.52597	118	1	NaN	6.596	10	0.2039	103.6	1	NaN	3.097	18	0.8039	99.3	1	NaN	3.416	14	0.85195	101.8	1	NaN	3.351	16	0.82078
NEGATIVE	730201	107.6	1	NaN	3.324	20	0.50649	114.7	1	NaN	4.646	28	0.17273	111.8	1	NaN	2.576	16	0.28442	107.8	1	NaN	2.841	22	0.5026	113.5	1	NaN	5.853	13	0.24026	108.9	1	NaN	3.973	21	0.61688	107.7	1	NaN	2.897	30	0.37662	109	1	NaN	5.249	18	0.62857	117	1	NaN	3.718	32	0.24156	110.3	1	NaN	4.068	19	0.45844	107.2	1	NaN	3.828	23	0.37143	107.6	1	NaN	3.658	22	0.51948
NEGATIVE	730243	105.5	1	NaN	3.529	20	0.62338	101.4	1	NaN	2.889	28	0.84026	105.1	1	NaN	3.06	23	0.68182	107.7	1	NaN	2.921	28	0.50779	106.9	1	NaN	2.849	20	0.58831	111.4	1	NaN	2.651	26	0.45325	104.9	1	NaN	3.623	25	0.54286	102.6	1	NaN	4.477	19	0.90519	109.9	1	NaN	4.293	25	0.60779	107.2	1	NaN	2.265	16	0.62857	103.9	1	NaN	2.396	25	0.59481	112.2	1	NaN	2.713	22	0.28571
NEGATIVE	770059	110.3	1	NaN	3.782	19	0.35065	109.1	1	NaN	4.353	21	0.38442	97.6	1	NaN	3.174	19	0.96494	107.5	1	NaN	3.8	20	0.52338	109.5	1	NaN	1.919	20	0.41688	106.6	1	NaN	2.849	13	0.74156	106	1	NaN	4.19	10	0.47532	109.7	1	NaN	4.466	21	0.58182	122.6	1	NaN	6.955	23	0.09481	116.2	1	NaN	4.61	14	0.21818	110.8	1	NaN	3.657	25	0.21429	115.8	1	NaN	4.447	30	0.17273
NEGATIVE	770092	108.6	1	NaN	4.05	28	0.46364	106.1	1	NaN	3.211	24	0.58052	103.3	1	NaN	2.926	27	0.78182	99.6	1	NaN	3.422	24	0.91688	101	1	NaN	3.068	24	0.88961	102.8	1	NaN	2.645	33	0.88571	97.4	1	NaN	2.112	22	0.91948	106.9	1	NaN	3.335	29	0.73766	109.7	1	NaN	2.724	19	0.62208	110	1	NaN	5.103	21	0.47403	106.7	1	NaN	4.531	28	0.4026	105.8	1	NaN	3.839	21	0.61948
NEGATIVE	770274	102.3	1	NaN	3.779	20	0.80649	101.4	1	NaN	3.567	23	0.84156	108.8	1	NaN	4.41	22	0.45844	98.9	1	NaN	3.524	17	0.92987	99	1	NaN	3.519	19	0.94286	103.2	1	NaN	3.431	18	0.87532	107.8	1	NaN	3.028	24	0.36364	109.5	1	NaN	4.005	16	0.59351	103	1	NaN	2.75	23	0.90909	106.9	1	NaN	5.676	15	0.64675	102.6	1	NaN	4.191	21	0.66883	105.1	1	NaN	3.337	27	0.65195
NEGATIVE	780161	113.9	1	NaN	3.61	22	0.21299	123.8	1	NaN	4.742	14	0.03766	111.5	1	NaN	3.633	27	0.30649	112.9	1	NaN	4.163	23	0.24935	115.6	1	NaN	4.729	28	0.17662	118.2	1	NaN	4.006	30	0.16883	114.2	1	NaN	3.367	18	0.11558	125.6	1	NaN	5.193	24	0.05455	107	1	NaN	2.594	24	0.77013	113.8	1	NaN	4.677	20	0.29221	109.7	1	NaN	2.967	25	0.27143	108.9	1	NaN	3.997	28	0.44675
NEGATIVE	780653	118.8	1	NaN	6.393	16	0.10909	109.2	1	NaN	3.734	26	0.37792	104.7	1	NaN	3.168	24	0.70909	106	1	NaN	3.812	12	0.61299	110.9	1	NaN	3.305	24	0.34805	110.5	1	NaN	3.89	26	0.51169	105.3	1	NaN	3.184	19	0.51818	114.1	1	NaN	4.034	24	0.34156	112.8	1	NaN	3.165	15	0.45325	119.4	1	NaN	5.741	24	0.12987	109.5	1	NaN	4.505	22	0.27792	115.9	1	NaN	4.443	22	0.17143
NEGATIVE	780709	112.1	1	NaN	4.615	16	0.27532	109.6	1	NaN	4.006	20	0.35325	104	1	NaN	3.814	19	0.74675	115.4	1	NaN	4.678	28	0.17013	120.5	1	NaN	4.722	19	0.08831	103	1	NaN	2.564	25	0.87792	109.1	1	NaN	3.574	24	0.3013	119.3	1	NaN	3.171	17	0.16364	113.9	1	NaN	4.572	15	0.3987	109.6	1	NaN	2.938	22	0.48571	114.2	1	NaN	4.735	17	0.13117	113.2	1	NaN	4.769	19	0.24805
NEGATIVE	830243	116.5	1	NaN	5.372	16	0.15584	106.5	1	NaN	3.753	25	0.55455	112.7	1	NaN	5.999	23	0.24935	108.7	1	NaN	4.248	26	0.45065	115.9	1	NaN	3.038	27	0.17013	107.2	1	NaN	4.167	22	0.71429	106	1	NaN	3.158	18	0.47143	109.7	1	NaN	2.867	18	0.58442	109	1	NaN	3.852	16	0.65974	113.9	1	NaN	5.739	16	0.28831	105.7	1	NaN	3.447	26	0.46234	110.5	1	NaN	5.417	11	0.36364
NEGATIVE	830427	109.7	1	NaN	4.135	22	0.38831	107	1	NaN	4.417	26	0.52208	111.4	1	NaN	2.463	18	0.31169	106.2	1	NaN	2.684	20	0.6	109.5	1	NaN	3.661	31	0.42078	102.6	1	NaN	2.386	22	0.9	100	1	NaN	6.967	14	0.83766	115.4	1	NaN	2.904	22	0.2961	112.4	1	NaN	4.025	16	0.46883	103.9	1	NaN	2.355	26	0.78701	105.6	1	NaN	4.501	26	0.47013	102.7	1	NaN	3.265	21	0.78182
NEGATIVE	830450	103.6	1	NaN	3.212	25	0.73247	101.9	1	NaN	2.932	28	0.81169	93.9	1	NaN	3.485	15	0.9974	100.7	1	NaN	3.907	26	0.88701	92.9	1	NaN	2.831	27	0.9987	100.6	1	NaN	2.146	19	0.95195	96.2	1	NaN	3.214	26	0.94935	104.3	1	NaN	3.123	26	0.85714	93.3	1	NaN	5.732	12	0.9987	101.4	1	NaN	4.329	15	0.8987	88.7	1	NaN	1.372	16	1	93	1	NaN	3.268	23	0.9974
NEGATIVE	840184	102	1	NaN	2.136	28	0.81558	109.3	1	NaN	3.897	29	0.36883	105.8	1	NaN	2.52	24	0.64805	113.7	1	NaN	3.279	32	0.21039	109.5	1	NaN	6.238	16	0.41818	108.5	1	NaN	3.143	11	0.64675	106.7	1	NaN	5.066	18	0.43506	122.1	1	NaN	6.215	21	0.10909	116.2	1	NaN	4.479	22	0.27013	111	1	NaN	4.729	18	0.42597	110.5	1	NaN	4.218	24	0.22468	109.2	1	NaN	3.02	19	0.42987
NEGATIVE	840193	100.3	1	NaN	2.679	20	0.88571	108.2	1	NaN	3.999	19	0.44156	103.1	1	NaN	3.926	20	0.79351	113.4	1	NaN	4.243	19	0.21948	114.6	1	NaN	3.36	19	0.2039	102.9	1	NaN	5.555	20	0.88442	105.9	1	NaN	4.019	22	0.48182	116.2	1	NaN	5.158	14	0.25844	115.8	1	NaN	4.516	26	0.28701	111.1	1	NaN	3.989	23	0.42078	105.6	1	NaN	4.652	17	0.46623	108.5	1	NaN	5.236	14	0.46883
NEGATIVE	840437	105.4	1	NaN	2.823	23	0.62987	103.3	1	NaN	3.938	16	0.74545	106.5	1	NaN	4.187	20	0.6013	102.9	1	NaN	3.021	28	0.77922	111.1	1	NaN	3.798	20	0.33896	109.3	1	NaN	3.409	34	0.59091	100.7	1	NaN	4.017	21	0.8039	105.1	1	NaN	2.981	22	0.82987	100.3	1	NaN	2.585	14	0.97143	107	1	NaN	4.109	22	0.63507	104.2	1	NaN	4.557	15	0.56883	106.2	1	NaN	4.468	11	0.5974
NEGATIVE	840445	115.2	1	NaN	3.766	26	0.18052	120	1	NaN	4.084	22	0.07922	108.8	1	NaN	4.164	20	0.45455	113.8	1	NaN	3.152	22	0.20779	99.9	1	NaN	3.151	19	0.92338	109.9	1	NaN	4.496	11	0.55325	126.1	1	NaN	4.104	16	0.01688	118.3	1	NaN	3.794	29	0.19351	114.2	1	NaN	2.809	18	0.38701	112.1	1	NaN	2.958	24	0.36753	111.9	1	NaN	5.136	21	0.18442	105.1	1	NaN	4.414	12	0.65714
NEGATIVE	840603	108.5	1	NaN	4.06	29	0.46883	114.3	1	NaN	3.752	19	0.18312	108.2	1	NaN	3.325	23	0.49091	110.1	1	NaN	3.747	24	0.37532	120.8	1	NaN	4.623	25	0.08312	110.7	1	NaN	3.382	19	0.4974	101.2	1	NaN	3.611	20	0.77143	112.3	1	NaN	3.398	28	0.43247	113.4	1	NaN	3.537	19	0.42078	105	1	NaN	3.086	22	0.74156	100.9	1	NaN	3.456	14	0.75065	109.7	1	NaN	2.78	18	0.39221
NEGATIVE	870274	104.4	1	NaN	4.841	14	0.69221	107	1	NaN	4.446	25	0.51818	97.4	1	NaN	3.287	17	0.96753	99	1	NaN	2.134	25	0.92857	111.2	1	NaN	5.074	16	0.33377	108.8	1	NaN	4.971	21	0.62208	96.9	1	NaN	1.524	18	0.93377	109.7	1	NaN	3.191	21	0.57792	115.5	1	NaN	2.953	25	0.31039	106	1	NaN	4.265	14	0.69481	108.8	1	NaN	6.137	17	0.2987	108.6	1	NaN	3.325	20	0.45844
NEGATIVE	870372	105.7	1	NaN	2.943	15	0.60779	99.4	1	NaN	3.276	19	0.90909	96.7	1	NaN	2.987	16	0.97532	105.4	1	NaN	4.412	24	0.64675	105.9	1	NaN	3.042	30	0.65325	106.1	1	NaN	3.429	20	0.76364	103	1	NaN	3.211	25	0.66364	103.6	1	NaN	3.169	30	0.88052	104.1	1	NaN	2.697	21	0.87532	109.1	1	NaN	4.548	24	0.50779	99.5	1	NaN	3.177	22	0.83636	104.8	1	NaN	2.491	23	0.67403
NEGATIVE	940273	112.5	1	NaN	3.249	32	0.25974	111.3	1	NaN	3.635	36	0.27922	113.7	1	NaN	4.12	26	0.22338	107.4	1	NaN	3.538	21	0.52857	110.9	1	NaN	3.776	17	0.34935	108.2	1	NaN	2.917	37	0.66883	104.9	1	NaN	4.333	21	0.54026	117.3	1	NaN	5.87	25	0.21688	107.7	1	NaN	2.285	27	0.71948	114.5	1	NaN	4.087	20	0.27013	103.7	1	NaN	4.384	18	0.6039	109.3	1	NaN	5.478	20	0.42727
NEGATIVE	940594	97.5	1	NaN	2.688	22	0.96364	104.1	1	NaN	2.39	25	0.68961	100.1	1	NaN	2.737	18	0.90649	97.9	1	NaN	3.724	21	0.95584	104.4	1	NaN	3.801	27	0.75065	117.6	1	NaN	6.532	18	0.18442	106.1	1	NaN	3.413	20	0.46883	105.2	1	NaN	4.143	22	0.82078	107.4	1	NaN	4.514	26	0.74026	102.3	1	NaN	2.857	13	0.85974	99.8	1	NaN	3.512	21	0.82208	111.5	1	NaN	4.161	17	0.31688
NEGATIVE	940730	98.7	1	NaN	3.403	21	0.93636	99.6	1	NaN	4.471	18	0.9026	108.9	1	NaN	4.01	27	0.44805	96.8	1	NaN	2.356	24	0.97013	110.7	1	NaN	4.047	19	0.36104	114.8	1	NaN	4.08	28	0.29221	110	1	NaN	2.929	21	0.25974	103.9	1	NaN	2.713	24	0.87273	110.1	1	NaN	3.567	13	0.5961	104.3	1	NaN	4.246	29	0.76753	101.8	1	NaN	2.998	28	0.71299	101.8	1	NaN	3.689	22	0.82468
NEGATIVE	940767	106.2	1	NaN	3.503	30	0.58571	106.3	1	NaN	4.254	19	0.56364	103.6	1	NaN	1.594	13	0.77013	103.3	1	NaN	3.165	25	0.75584	105.8	1	NaN	3.293	25	0.65844	111.3	1	NaN	3.629	25	0.45974	107.8	1	NaN	2.858	23	0.36494	107.8	1	NaN	4.099	23	0.6987	102.4	1	NaN	4.312	16	0.92727	104.2	1	NaN	3.466	17	0.77143	103.2	1	NaN	2.91	32	0.63117	99	1	NaN	2.359	22	0.90649
NEGATIVE	990039	108.7	1	NaN	5.551	19	0.44935	109	1	NaN	4.489	12	0.39091	106.2	1	NaN	4.7	21	0.61818	118.1	1	NaN	4.495	18	0.0961	115.3	1	NaN	4.266	23	0.18052	111	1	NaN	3.759	17	0.47013	107.8	1	NaN	3.856	19	0.37013	113.1	1	NaN	4.755	12	0.39221	121.2	1	NaN	4.976	21	0.11948	111.8	1	NaN	8.186	9	0.38701	105	1	NaN	3.271	26	0.51948	103	1	NaN	4.842	19	0.76883
NEGATIVE	990341	96.4	1	NaN	2.408	16	0.97662	113.8	1	NaN	4.317	20	0.19481	108.3	1	NaN	3.628	24	0.47532	112.6	1	NaN	4.213	30	0.25584	108.1	1	NaN	4.329	20	0.52078	112.2	1	NaN	2.577	34	0.42727	103.7	1	NaN	3.81	19	0.61688	113.4	1	NaN	6.218	15	0.37792	103.6	1	NaN	1.874	17	0.89481	122.3	1	NaN	8.697	15	0.07922	106.5	1	NaN	4.071	14	0.41429	116.1	1	NaN	5.054	11	0.16494
NEGATIVE	990414	106.6	1	NaN	6.24	15	0.56234	103.8	1	NaN	2.212	21	0.71299	110.6	1	NaN	3.232	18	0.36364	107.2	1	NaN	3.247	32	0.54286	108.8	1	NaN	4.064	19	0.46623	107.9	1	NaN	4.653	20	0.68312	103.4	1	NaN	3.828	21	0.64026	122.3	1	NaN	6.645	19	0.10649	109.3	1	NaN	4.345	21	0.63896	112.4	1	NaN	5.471	22	0.35455	114.3	1	NaN	5.868	22	0.12727	103.3	1	NaN	3.719	21	0.75714
NEGATIVE	1010280	126.3	1	NaN	4.302	20	0.02727	129.4	1	NaN	8.189	16	0.01299	122.4	1	NaN	6.27	20	0.05325	136.7	1	NaN	8.745	20	0.00909	140.4	1	NaN	7.617	25	0.0026	145	1	NaN	6.479	22	0.00519	133	1	NaN	5.387	21	0.0039	136.3	1	NaN	4.695	20	0.01429	148.4	1	NaN	6.533	20	0.0026	138.8	1	NaN	10.656	9	0.0039	119.6	1	NaN	5.635	20	0.03766	132.7	1	NaN	4.846	21	0.01558
NEGATIVE	1010343	111.1	1	NaN	6.772	18	0.31169	104.2	1	NaN	2.478	22	0.68052	109	1	NaN	3.558	26	0.44416	103.1	1	NaN	2.885	19	0.76883	104.2	1	NaN	2.912	16	0.75844	109	1	NaN	3.291	22	0.61169	104.3	1	NaN	3.277	19	0.57662	112.5	1	NaN	3.334	15	0.42208	110.4	1	NaN	2.232	19	0.57792	106.7	1	NaN	4.182	19	0.65195	109.7	1	NaN	4.251	24	0.26883	102.2	1	NaN	3.487	16	0.80519
NEGATIVE	1030152	101.2	1	NaN	3.189	32	0.85714	107	1	NaN	3.331	27	0.51948	111	1	NaN	3.192	27	0.33636	111.3	1	NaN	3.462	24	0.31688	114.6	1	NaN	3.393	15	0.2026	111.3	1	NaN	2.478	42	0.45714	102.3	1	NaN	1.764	26	0.71688	111.6	1	NaN	3.866	24	0.46883	109.1	1	NaN	2.86	25	0.65584	114.7	1	NaN	3.861	19	0.26104	100.1	1	NaN	2.583	29	0.7974	108.2	1	NaN	2.53	28	0.48312
NEGATIVE	1050296	138.5	1	NaN	9.633	23	0.0039	113	1	NaN	4.729	19	0.22208	120.9	1	NaN	4.687	18	0.07013	130.3	1	NaN	5.048	11	0.02208	133.2	1	NaN	4.549	23	0.00779	121.8	1	NaN	4.642	19	0.09481	115.5	1	NaN	4.121	18	0.09221	137.4	1	NaN	5.487	18	0.01039	123.3	1	NaN	4.681	17	0.08052	142.9	1	NaN	7.565	12	0.0013	126.5	1	NaN	4.655	16	0.01558	123.8	1	NaN	3.521	13	0.04156
NEGATIVE	1050358	123.4	1	NaN	7.7	15	0.04675	114.1	1	NaN	3.905	16	0.18701	134.3	1	NaN	5.808	11	0.01039	111.7	1	NaN	3.82	30	0.3	108.7	1	NaN	4.055	18	0.47403	116.1	1	NaN	2.711	27	0.23377	113	1	NaN	3.126	25	0.15065	110.1	1	NaN	4.233	13	0.54935	117.2	1	NaN	2.826	26	0.23247	118.5	1	NaN	7.498	17	0.15325	119.5	1	NaN	3.087	22	0.03896	111.5	1	NaN	3.765	17	0.31818
NEGATIVE	1050538	124.1	1	NaN	5.986	16	0.04026	123	1	NaN	4.983	21	0.04416	121.3	1	NaN	5.719	14	0.06753	133	1	NaN	5.012	26	0.01688	128.4	1	NaN	5.354	12	0.02078	124	1	NaN	4.309	26	0.06494	112.4	1	NaN	3.794	18	0.17143	114.1	1	NaN	4.573	16	0.34416	121	1	NaN	5.837	13	0.12597	119.1	1	NaN	6.993	17	0.13636	121.6	1	NaN	3.856	21	0.02727	127	1	NaN	5.671	14	0.02987
NEGATIVE	1070204	110.9	1	NaN	7.016	11	0.32338	106.2	1	NaN	5.131	16	0.57013	110.2	1	NaN	2.833	22	0.38442	108	1	NaN	4.525	19	0.49091	105.3	1	NaN	3.667	29	0.6974	109.6	1	NaN	2.748	22	0.57792	95.3	1	NaN	3.257	12	0.96364	103.8	1	NaN	2.452	20	0.87532	117.4	1	NaN	2.08	23	0.22597	116.8	1	NaN	8.018	18	0.2026	109.8	1	NaN	5.395	17	0.25844	102.6	1	NaN	5.334	15	0.78312
NEGATIVE	1070524	98.1	1	NaN	2.14	24	0.95195	102.9	1	NaN	4.46	23	0.76234	98.2	1	NaN	4.477	17	0.94805	103.9	1	NaN	5.377	21	0.72078	102.1	1	NaN	4.495	21	0.85844	106.2	1	NaN	3.525	20	0.75455	93.8	1	NaN	1.86	20	0.98052	104.4	1	NaN	3.93	31	0.85584	123.3	1	NaN	6.158	15	0.08182	102.1	1	NaN	6.589	14	0.86494	97.9	1	NaN	3.257	18	0.92078	99.8	1	NaN	2.59	19	0.89091
NEGATIVE	1070554	109.8	1	NaN	4.322	22	0.38182	99.5	1	NaN	4.758	11	0.90649	118.9	1	NaN	4.708	19	0.11039	116.2	1	NaN	4.157	21	0.13506	106	1	NaN	4.973	19	0.64156	117.5	1	NaN	4.16	27	0.19091	128.4	1	NaN	2.659	6	0.01039	116	1	NaN	7.871	14	0.26883	110.8	1	NaN	3.809	21	0.55844	118.7	1	NaN	5.316	16	0.14286	115.7	1	NaN	5.289	18	0.09351	129.4	1	NaN	5.804	16	0.02338
NEGATIVE	1090092	111.4	1	NaN	4.271	24	0.2987	109.3	1	NaN	4.424	13	0.37013	122.9	1	NaN	4.726	24	0.05065	117.4	1	NaN	4.809	18	0.10649	108.3	1	NaN	3.657	13	0.50909	118.2	1	NaN	3.074	25	0.17143	102.7	1	NaN	2.346	25	0.68312	123.6	1	NaN	5.036	20	0.08831	121.2	1	NaN	4.232	22	0.11818	101.7	1	NaN	3.534	12	0.88312	104.5	1	NaN	2.853	20	0.54805	117.3	1	NaN	5.408	15	0.13377
